# Version 1.00
#
freq[Hz];re:Trc1_S11;im:Trc1_S11;re:Trc2_S21;im:Trc2_S21;
2.400000000000000E+009;1.551414877176285E-001;1.068171113729477E-001;-7.752652745693922E-003;-6.926782429218292E-003;
2.400166666666667E+009;1.547732651233673E-001;1.045926809310913E-001;-8.095080964267254E-003;-6.510362494736910E-003;
2.400333333333334E+009;1.549048125743866E-001;1.021497249603272E-001;-8.394233882427216E-003;-6.069758906960487E-003;
2.400500000000000E+009;1.548211872577667E-001;9.950724989175797E-002;-8.580769412219524E-003;-5.723464302718639E-003;
2.400666666666667E+009;1.548534631729126E-001;9.704159200191498E-002;-8.570919744670391E-003;-5.391702521592379E-003;
2.400833333333334E+009;1.547132730484009E-001;9.416210651397705E-002;-8.863835595548153E-003;-4.981508944183588E-003;
2.401000000000000E+009;1.550854444503784E-001;9.141899645328522E-002;-8.843399584293366E-003;-4.494764842092991E-003;
2.401166666666667E+009;1.551390439271927E-001;8.870384842157364E-002;-9.050708264112473E-003;-4.201674833893776E-003;
2.401333333333334E+009;1.555291563272476E-001;8.589150756597519E-002;-9.031177498400211E-003;-3.771680640056729E-003;
2.401500000000000E+009;1.560068875551224E-001;8.279161155223846E-002;-8.903726935386658E-003;-3.365692915394902E-003;
2.401666666666667E+009;1.561439484357834E-001;8.013063669204712E-002;-8.885740302503109E-003;-2.860741922631860E-003;
2.401833333333334E+009;1.568533778190613E-001;7.738780975341797E-002;-8.975979872047901E-003;-2.757369773462415E-003;
2.402000000000000E+009;1.578007638454437E-001;7.456605136394501E-002;-9.091340005397797E-003;-2.458953065797687E-003;
2.402166666666667E+009;1.585288643836975E-001;7.194846123456955E-002;-8.907170034945011E-003;-2.113834489136934E-003;
2.402333333333334E+009;1.593603640794754E-001;6.899158656597138E-002;-8.790692314505577E-003;-1.998942345380783E-003;
2.402500000000000E+009;1.605281531810761E-001;6.648790836334229E-002;-8.878476917743683E-003;-1.595618086867034E-003;
2.402666666666667E+009;1.617051512002945E-001;6.421404331922531E-002;-8.895221166312695E-003;-1.446118461899459E-003;
2.402833333333334E+009;1.631162166595459E-001;6.166333705186844E-002;-9.045904502272606E-003;-1.094127772375941E-003;
2.403000000000000E+009;1.646465957164764E-001;5.949397385120392E-002;-8.899942971765995E-003;-8.344158413819969E-004;
2.403166666666667E+009;1.663701832294464E-001;5.729296803474426E-002;-8.942052721977234E-003;-5.186885246075690E-004;
2.403333333333334E+009;1.678711175918579E-001;5.503071472048760E-002;-9.049189276993275E-003;-2.626349159982055E-004;
2.403500000000000E+009;1.693851947784424E-001;5.297968909144402E-002;-9.131633676588535E-003;2.554391103331000E-004;
2.403666666666667E+009;1.713202893733978E-001;5.105287954211235E-002;-9.085578843951225E-003;3.875695983879268E-004;
2.403833333333334E+009;1.728714853525162E-001;4.924149066209793E-002;-9.009419009089470E-003;8.984276209957898E-004;
2.404000000000000E+009;1.744016855955124E-001;4.735555499792099E-002;-8.743194863200188E-003;1.324766199104488E-003;
2.404166666666667E+009;1.762899011373520E-001;4.584207385778427E-002;-8.770074695348740E-003;1.759185688570142E-003;
2.404333333333334E+009;1.779719293117523E-001;4.447130113840103E-002;-8.672134950757027E-003;1.986604882404208E-003;
2.404500000000000E+009;1.797701269388199E-001;4.293427616357803E-002;-8.432243950664997E-003;2.476703375577927E-003;
2.404666666666667E+009;1.814873218536377E-001;4.176996648311615E-002;-8.291285485029221E-003;2.696404000744224E-003;
2.404833333333334E+009;1.831185370683670E-001;4.074801504611969E-002;-7.962984964251518E-003;2.878182800486684E-003;
2.405000000000000E+009;1.845019012689591E-001;4.028628394007683E-002;-7.604570593684912E-003;3.185748122632504E-003;
2.405166666666667E+009;1.858603060245514E-001;3.948397561907768E-002;-7.448832970112562E-003;3.481029998511076E-003;
2.405333333333334E+009;1.875077635049820E-001;3.891573473811150E-002;-6.995823234319687E-003;3.468761919066310E-003;
2.405500000000000E+009;1.887820214033127E-001;3.846419975161552E-002;-7.038443349301815E-003;3.510641865432262E-003;
2.405666666666667E+009;1.901309341192246E-001;3.812716901302338E-002;-6.752968300133944E-003;3.816547570750117E-003;
2.405833333333334E+009;1.913558989763260E-001;3.784369677305222E-002;-6.685630418360233E-003;4.045370500534773E-003;
2.406000000000000E+009;1.923590153455734E-001;3.775202482938767E-002;-6.205341313034296E-003;4.136237781494856E-003;
2.406166666666667E+009;1.934738904237747E-001;3.743137046694756E-002;-5.995173938572407E-003;4.296658094972372E-003;
2.406333333333334E+009;1.942668259143829E-001;3.754713386297226E-002;-5.764502566307783E-003;4.286812618374825E-003;
2.406500000000000E+009;1.951331794261932E-001;3.745478764176369E-002;-5.591183435171843E-003;4.572933074086905E-003;
2.406666666666667E+009;1.957744508981705E-001;3.751280158758164E-002;-5.476363003253937E-003;4.432015586644411E-003;
2.406833333333334E+009;1.963450759649277E-001;3.761715069413185E-002;-5.139788147062063E-003;4.507916513830423E-003;
2.407000000000000E+009;1.966244727373123E-001;3.778729215264320E-002;-5.147523246705532E-003;4.515118431299925E-003;
2.407166666666667E+009;1.969189494848251E-001;3.743816539645195E-002;-4.891303367912769E-003;4.690540954470635E-003;
2.407333333333334E+009;1.967668980360031E-001;3.774247318506241E-002;-4.544617142528296E-003;4.696974996477366E-003;
2.407500000000000E+009;1.967158764600754E-001;3.786744177341461E-002;-4.480327945202589E-003;4.628175403922796E-003;
2.407666666666667E+009;1.967551559209824E-001;3.773668780922890E-002;-4.393479786813259E-003;4.588180687278509E-003;
2.407833333333334E+009;1.963209956884384E-001;3.767356276512146E-002;-4.213012754917145E-003;4.670402035117149E-003;
2.408000000000000E+009;1.961057335138321E-001;3.758122026920319E-002;-3.908555023372173E-003;4.573932848870754E-003;
2.408166666666667E+009;1.954959332942963E-001;3.722019493579865E-002;-3.755068173632026E-003;4.660069942474365E-003;
2.408333333333334E+009;1.949934959411621E-001;3.675989061594009E-002;-3.720548935234547E-003;4.552245605736971E-003;
2.408500000000000E+009;1.942893713712692E-001;3.638233989477158E-002;-3.598880721256137E-003;4.556809086352587E-003;
2.408666666666667E+009;1.934845894575119E-001;3.599175065755844E-002;-3.699514083564282E-003;4.239225294440985E-003;
2.408833333333334E+009;1.929099112749100E-001;3.517305850982666E-002;-3.698144806548953E-003;4.413113929331303E-003;
2.409000000000000E+009;1.919234991073608E-001;3.443940728902817E-002;-3.562994301319122E-003;4.315406084060669E-003;
2.409166666666667E+009;1.907537132501602E-001;3.334170579910278E-002;-3.624526550993323E-003;4.272344987839460E-003;
2.409333333333334E+009;1.899267435073853E-001;3.243741765618324E-002;-3.484158311039209E-003;4.269746132194996E-003;
2.409500000000000E+009;1.888829469680786E-001;3.107143007218838E-002;-3.711658529937267E-003;4.250267054885626E-003;
2.409666666666667E+009;1.877688914537430E-001;2.972898073494434E-002;-3.657128661870956E-003;4.509964957833290E-003;
2.409833333333334E+009;1.866627633571625E-001;2.823362499475479E-002;-3.700186265632510E-003;4.572725854814053E-003;
2.410000000000000E+009;1.856700181961060E-001;2.651435509324074E-002;-3.598049981519580E-003;4.764325916767120E-003;
2.410166666666667E+009;1.846054345369339E-001;2.482139877974987E-002;-3.682888578623533E-003;4.775966051965952E-003;
2.410333333333334E+009;1.835989356040955E-001;2.297186665236950E-002;-3.551888046786189E-003;4.971319343894720E-003;
2.410500000000000E+009;1.826645731925964E-001;2.119759842753410E-002;-3.541812533512712E-003;5.074371583759785E-003;
2.410666666666667E+009;1.819661259651184E-001;1.876760646700859E-002;-3.473707940429449E-003;5.233588628470898E-003;
2.410833333333334E+009;1.810463815927506E-001;1.663214340806007E-002;-3.317180089652538E-003;5.366105120629072E-003;
2.411000000000000E+009;1.805459111928940E-001;1.450622826814652E-002;-3.229356603696942E-003;5.514228716492653E-003;
2.411166666666667E+009;1.796972006559372E-001;1.206848490983248E-002;-3.010863438248634E-003;5.491260439157486E-003;
2.411333333333334E+009;1.791748702526093E-001;9.712234139442444E-003;-2.989287022501230E-003;5.689153447747231E-003;
2.411500000000000E+009;1.785745620727539E-001;7.165918592363596E-003;-2.808662364259362E-003;5.862507969141007E-003;
2.411666666666667E+009;1.785319447517395E-001;4.977428354322910E-003;-2.632238669320941E-003;5.779454018920660E-003;
2.411833333333334E+009;1.782662719488144E-001;2.419725758954883E-003;-2.586432965472341E-003;5.887273233383894E-003;
2.412000000000000E+009;1.782349646091461E-001;-1.428629038855434E-004;-2.590513555333018E-003;5.918791051954031E-003;
2.412166666666667E+009;1.783792674541473E-001;-2.399475313723087E-003;-2.420171629637480E-003;6.058751605451107E-003;
2.412333333333334E+009;1.785779595375061E-001;-5.002679768949747E-003;-2.276054350659251E-003;5.950631108134985E-003;
2.412500000000000E+009;1.788713485002518E-001;-7.331022527068853E-003;-2.298374893143773E-003;6.044612731784582E-003;
2.412666666666667E+009;1.794286221265793E-001;-1.001660618931055E-002;-2.223862335085869E-003;6.129034794867039E-003;
2.412833333333334E+009;1.800591945648193E-001;-1.238451246172190E-002;-2.231085672974587E-003;6.291354075074196E-003;
2.413000000000000E+009;1.807781308889389E-001;-1.459120400249958E-002;-2.084090840071440E-003;6.413555704057217E-003;
2.413166666666667E+009;1.816571503877640E-001;-1.685850694775581E-002;-2.259509172290564E-003;6.699241232126951E-003;
2.413333333333334E+009;1.826604455709457E-001;-1.927997916936874E-002;-2.027578186243773E-003;6.739067845046520E-003;
2.413500000000000E+009;1.835203319787979E-001;-2.148855291306973E-002;-1.913208980113268E-003;6.946521345525980E-003;
2.413666666666667E+009;1.849428266286850E-001;-2.367112599313259E-002;-1.891176216304302E-003;7.131686899811029E-003;
2.413833333333334E+009;1.858690381050110E-001;-2.558246254920960E-002;-1.586925121955574E-003;7.495099678635597E-003;
2.414000000000000E+009;1.869847923517227E-001;-2.766036801040173E-002;-1.573365298099816E-003;7.782839238643646E-003;
2.414166666666667E+009;1.883977353572846E-001;-2.943244576454163E-002;-1.051536179147661E-003;7.896088995039463E-003;
2.414333333333334E+009;1.895577758550644E-001;-3.146445006132126E-002;-9.396195528097451E-004;8.251808583736420E-003;
2.414500000000000E+009;1.908403038978577E-001;-3.282008320093155E-002;-4.109287983737886E-004;8.405743166804314E-003;
2.414666666666667E+009;1.918020099401474E-001;-3.427846729755402E-002;-1.821927580749616E-004;8.647972717881203E-003;
2.414833333333334E+009;1.930215209722519E-001;-3.566316142678261E-002;2.446456346660852E-004;8.756384253501892E-003;
2.415000000000000E+009;1.942247599363327E-001;-3.697998076677322E-002;8.130118949338794E-004;8.795207366347313E-003;
2.415166666666667E+009;1.953664571046829E-001;-3.813058137893677E-002;1.265146420337260E-003;8.813146501779556E-003;
2.415333333333334E+009;1.965207010507584E-001;-3.904040157794952E-002;1.662817085161805E-003;8.907472714781761E-003;
2.415500000000000E+009;1.977118253707886E-001;-3.975984454154968E-002;2.107839565724134E-003;8.898614905774593E-003;
2.415666666666667E+009;1.986896693706513E-001;-4.066587239503861E-002;2.435260917991400E-003;8.679242804646492E-003;
2.415833333333334E+009;1.996164768934250E-001;-4.124297574162483E-002;3.023630706593394E-003;8.759086020290852E-003;
2.416000000000000E+009;2.003827095031738E-001;-4.177026823163033E-002;3.296529408544302E-003;8.378715254366398E-003;
2.416166666666667E+009;2.011046707630158E-001;-4.230145364999771E-002;3.702753921970725E-003;8.316250517964363E-003;
2.416333333333334E+009;2.017214149236679E-001;-4.251105710864067E-002;4.020333290100098E-003;8.051525801420212E-003;
2.416500000000000E+009;2.021995186805725E-001;-4.289345070719719E-002;4.491146653890610E-003;8.011473342776299E-003;
2.416666666666667E+009;2.024831771850586E-001;-4.312400147318840E-002;4.813247360289097E-003;7.643411401659250E-003;
2.416833333333334E+009;2.026678919792175E-001;-4.308905452489853E-002;5.206332076340914E-003;7.453558966517448E-003;
2.417000000000000E+009;2.027297914028168E-001;-4.329324141144753E-002;5.215959623456001E-003;7.216684054583311E-003;
2.417166666666667E+009;2.025016099214554E-001;-4.318938404321671E-002;5.708021577447653E-003;6.920615211129189E-003;
2.417333333333334E+009;2.022377848625183E-001;-4.294833540916443E-002;5.803186912089586E-003;6.620585452765226E-003;
2.417500000000000E+009;2.020370662212372E-001;-4.296788200736046E-002;6.173883099108934E-003;6.401304621249437E-003;
2.417666666666667E+009;2.014231979846954E-001;-4.272480309009552E-002;6.277354434132576E-003;6.048170384019613E-003;
2.417833333333334E+009;2.008918225765228E-001;-4.255395010113716E-002;6.605002097785473E-003;5.875661503523588E-003;
2.418000000000000E+009;2.003283649682999E-001;-4.234727844595909E-002;6.933961063623428E-003;5.440407432615757E-003;
2.418166666666667E+009;1.994920521974564E-001;-4.206783324480057E-002;6.951169576495886E-003;4.994811024516821E-003;
