# Version 1.00
#
freq[Hz];re:Trc1_S11;im:Trc1_S11;re:Trc2_S21;im:Trc2_S21;
2.400000000000000E+009;1.579491049051285E-001;1.124287322163582E-001;3.997143823653460E-003;-5.578236654400826E-003;
2.400166666666667E+009;1.574731618165970E-001;1.101921275258064E-001;3.902495373040438E-003;-5.768303293734789E-003;
2.400333333333334E+009;1.571983993053436E-001;1.078624576330185E-001;3.870287910103798E-003;-5.773853044956923E-003;
2.400500000000000E+009;1.567571908235550E-001;1.052377820014954E-001;3.710401710122824E-003;-5.856122821569443E-003;
2.400666666666667E+009;1.563925147056580E-001;1.028857678174973E-001;3.832504618912935E-003;-5.968860350549221E-003;
2.400833333333334E+009;1.562007069587708E-001;1.000120565295219E-001;3.739594016224146E-003;-6.443718448281288E-003;
2.401000000000000E+009;1.560688316822052E-001;9.709174185991287E-002;3.598607378080487E-003;-6.548650562763214E-003;
2.401166666666667E+009;1.556655764579773E-001;9.413204342126846E-002;3.475296543911099E-003;-6.834292318671942E-003;
2.401333333333334E+009;1.557950526475906E-001;9.127368777990341E-002;3.385544521734119E-003;-7.052022032439709E-003;
2.401500000000000E+009;1.557944566011429E-001;8.806133270263672E-002;3.000149969011545E-003;-7.353412453085184E-003;
2.401666666666667E+009;1.558387130498886E-001;8.499810099601746E-002;2.743724035099149E-003;-7.673300802707672E-003;
2.401833333333334E+009;1.560873985290527E-001;8.212888240814209E-002;2.423044759780169E-003;-7.837876677513123E-003;
2.402000000000000E+009;1.565829813480377E-001;7.908176630735397E-002;1.847959356382489E-003;-8.112234063446522E-003;
2.402166666666667E+009;1.571259498596191E-001;7.597479969263077E-002;1.483024447225034E-003;-8.316795341670513E-003;
2.402333333333334E+009;1.577786505222321E-001;7.304752618074417E-002;1.137799932621419E-003;-8.378226310014725E-003;
2.402500000000000E+009;1.586854904890060E-001;7.007607072591782E-002;7.855198346078396E-004;-8.379277773201466E-003;
2.402666666666667E+009;1.596694439649582E-001;6.740246713161469E-002;2.328768459847197E-004;-8.470547385513783E-003;
2.402833333333334E+009;1.609453558921814E-001;6.461552530527115E-002;-2.929609618149698E-004;-8.460178971290588E-003;
2.403000000000000E+009;1.621234267950058E-001;6.180427223443985E-002;-8.294062572531402E-004;-8.230692707002163E-003;
2.403166666666667E+009;1.637456119060516E-001;5.914161726832390E-002;-1.170041505247355E-003;-8.147376589477062E-003;
2.403333333333334E+009;1.650537550449371E-001;5.662690475583077E-002;-1.813755952753127E-003;-7.921145297586918E-003;
2.403500000000000E+009;1.667185127735138E-001;5.408522486686707E-002;-2.180465729907155E-003;-7.619770243763924E-003;
2.403666666666667E+009;1.683717668056488E-001;5.183272808790207E-002;-2.601822372525930E-003;-7.335667032748461E-003;
2.403833333333334E+009;1.701484322547913E-001;4.965424165129662E-002;-2.828377299010754E-003;-6.955476943403482E-003;
2.404000000000000E+009;1.716669797897339E-001;4.752096533775330E-002;-3.019122639670968E-003;-6.528765428811312E-003;
2.404166666666667E+009;1.736250668764114E-001;4.561517387628555E-002;-3.367290599271655E-003;-6.259363144636154E-003;
2.404333333333334E+009;1.752652227878571E-001;4.379392415285111E-002;-3.481883555650711E-003;-5.906489212065935E-003;
2.404500000000000E+009;1.772067248821259E-001;4.210478439927101E-002;-3.582124132663012E-003;-5.656088236719370E-003;
2.404666666666667E+009;1.788916736841202E-001;4.066684842109680E-002;-3.605858888477087E-003;-5.462367087602615E-003;
2.404833333333334E+009;1.807874143123627E-001;3.931973502039909E-002;-3.723845584318042E-003;-5.074711982160807E-003;
2.405000000000000E+009;1.824090033769608E-001;3.850976750254631E-002;-3.610312705859542E-003;-5.048078950494528E-003;
2.405166666666667E+009;1.842105239629746E-001;3.753146156668663E-002;-3.551334608346224E-003;-4.740212578326464E-003;
