# Version 1.00
#
freq[Hz];re:Trc1_S11;im:Trc1_S11;re:Trc2_S21;im:Trc2_S21;
2.400000000000000E+009;1.728893518447876E-001;4.866836965084076E-002;-3.546787891536951E-003;-3.546782536432147E-003;
2.400166666666667E+009;1.734319180250168E-001;4.820816591382027E-002;-3.789614653214812E-003;-3.400841029360890E-003;
2.400333333333334E+009;1.739080250263214E-001;4.740235209465027E-002;-3.807465080171824E-003;-3.349831327795982E-003;
2.400500000000000E+009;1.743653714656830E-001;4.666146636009216E-002;-3.905776422470808E-003;-3.313917433843017E-003;
2.400666666666667E+009;1.744796335697174E-001;4.602936282753944E-002;-3.980935085564852E-003;-3.175826510414481E-003;
2.400833333333334E+009;1.749096363782883E-001;4.561268165707588E-002;-4.148456733673811E-003;-2.963887294754386E-003;
2.401000000000000E+009;1.750328987836838E-001;4.483925551176071E-002;-4.067115020006895E-003;-2.932135248556733E-003;
2.401166666666667E+009;1.753887087106705E-001;4.417132586240768E-002;-4.306703805923462E-003;-2.733778906986117E-003;
2.401333333333334E+009;1.752573847770691E-001;4.370487853884697E-002;-4.423742182552815E-003;-2.754846820607781E-003;
2.401500000000000E+009;1.757554411888123E-001;4.278987273573875E-002;-4.441907163709402E-003;-2.439486095681787E-003;
2.401666666666667E+009;1.758482158184052E-001;4.239059239625931E-002;-4.481482785195112E-003;-2.542681759223342E-003;
2.401833333333334E+009;1.755344718694687E-001;4.153022542595863E-002;-4.511492326855660E-003;-2.219022018834949E-003;
2.402000000000000E+009;1.753039956092835E-001;4.074196144938469E-002;-4.674192983657122E-003;-2.225710777565837E-003;
2.402166666666667E+009;1.751831620931625E-001;3.967395052313805E-002;-4.626284819096327E-003;-2.140665659680963E-003;
2.402333333333334E+009;1.752088218927383E-001;3.897760435938835E-002;-4.637636709958315E-003;-1.790665322914720E-003;
2.402500000000000E+009;1.752823740243912E-001;3.802889585494995E-002;-4.672842565923929E-003;-1.672757905907929E-003;
2.402666666666667E+009;1.747780144214630E-001;3.702725097537041E-002;-4.963271319866180E-003;-1.355499960482121E-003;
2.402833333333334E+009;1.747156679630280E-001;3.584357723593712E-002;-4.766088444739580E-003;-1.290948712266982E-003;
2.403000000000000E+009;1.744402199983597E-001;3.460013866424561E-002;-4.807122983038425E-003;-1.165550784207881E-003;
2.403166666666667E+009;1.740858405828476E-001;3.331307694315910E-002;-4.840958397835493E-003;-8.290945552289486E-004;
2.403333333333334E+009;1.737650334835053E-001;3.194614127278328E-002;-4.839730914682150E-003;-6.714633782394230E-004;
2.403500000000000E+009;1.733147948980331E-001;3.042740747332573E-002;-4.808382596820593E-003;-6.274220068007708E-004;
2.403666666666667E+009;1.728769689798355E-001;2.883714623749256E-002;-4.685315769165754E-003;-4.056769248563796E-004;
2.403833333333334E+009;1.727110296487808E-001;2.727157995104790E-002;-4.749498330056667E-003;-2.736056048888713E-004;
2.404000000000000E+009;1.723994463682175E-001;2.541950345039368E-002;-4.639988299459219E-003;-1.967048156075180E-004;
2.404166666666667E+009;1.719361692667007E-001;2.368256822228432E-002;-4.454516340047121E-003;2.603908251330722E-005;
2.404333333333334E+009;1.716424226760864E-001;2.200188860297203E-002;-4.357147496193647E-003;1.118060463340953E-004;
2.404500000000000E+009;1.711121201515198E-001;1.989825814962387E-002;-4.240344744175673E-003;1.559602678753436E-004;
2.404666666666667E+009;1.711215227842331E-001;1.798916049301624E-002;-4.275032319128513E-003;4.206268349662423E-004;
2.404833333333334E+009;1.708546876907349E-001;1.607304252684116E-002;-4.080250859260559E-003;3.055891138501465E-004;
2.405000000000000E+009;1.706316024065018E-001;1.412690430879593E-002;-4.054694436490536E-003;5.432510515674949E-004;
2.405166666666667E+009;1.704833060503006E-001;1.199605502188206E-002;-3.763115731999278E-003;5.507602472789586E-004;
2.405333333333334E+009;1.705827414989471E-001;9.875515475869179E-003;-3.990356344729662E-003;5.610556108877063E-004;
2.405500000000000E+009;1.706248372793198E-001;7.993192411959171E-003;-3.566194325685501E-003;4.637840029317886E-004;
2.405666666666667E+009;1.706011146306992E-001;6.011079996824265E-003;-3.632443258538842E-003;5.695021827705205E-004;
2.405833333333334E+009;1.706099063158035E-001;3.968956880271435E-003;-3.620897186920047E-003;6.475551635958254E-004;
2.406000000000000E+009;1.710632741451263E-001;1.755446428433061E-003;-3.616554429754615E-003;5.526829627342522E-004;
2.406166666666667E+009;1.711881160736084E-001;-1.527805870864540E-004;-3.563324455171824E-003;5.829050787724555E-004;
2.406333333333334E+009;1.717243045568466E-001;-2.315329154953361E-003;-3.659127512946725E-003;6.418825942091644E-004;
2.406500000000000E+009;1.720159947872162E-001;-4.415785893797875E-003;-3.670393489301205E-003;5.021042888984084E-004;
