# Version 1.00
#
freq[Hz];re:Trc1_S11;im:Trc1_S11;re:Trc2_S21;im:Trc2_S21;
2.400000000000000E+009;1.676832735538483E-001;4.102592542767525E-002;-1.875239075161517E-003;-1.057970570400357E-003;
2.400166666666667E+009;1.684133410453796E-001;4.029298946261406E-002;-1.902907271869481E-003;-1.156684011220932E-003;
2.400333333333334E+009;1.688065379858017E-001;3.911149501800537E-002;-2.091864822432399E-003;-1.000954769551754E-003;
2.400500000000000E+009;1.692353338003159E-001;3.852320834994316E-002;-1.863660058006644E-003;-1.101752626709640E-003;
2.400666666666667E+009;1.694944053888321E-001;3.747979179024696E-002;-1.947514596395195E-003;-1.012113643810153E-003;
2.400833333333334E+009;1.699344813823700E-001;3.651478514075279E-002;-2.054585143923760E-003;-1.120024826377630E-003;
2.401000000000000E+009;1.701029390096664E-001;3.573361784219742E-002;-2.079566940665245E-003;-1.061264076270163E-003;
2.401166666666667E+009;1.703964024782181E-001;3.481255471706390E-002;-2.087318338453770E-003;-1.139364088885486E-003;
2.401333333333334E+009;1.704959422349930E-001;3.396986797451973E-002;-2.061835024505854E-003;-1.273090252652764E-003;
2.401500000000000E+009;1.707948297262192E-001;3.299511596560478E-002;-2.391132526099682E-003;-1.239050994627178E-003;
2.401666666666667E+009;1.708255112171173E-001;3.231916576623917E-002;-2.270460827276111E-003;-1.105675124563277E-003;
2.401833333333334E+009;1.710086613893509E-001;3.133636340498924E-002;-2.678511897101998E-003;-1.344829681329429E-003;
2.402000000000000E+009;1.708483248949051E-001;3.041899204254150E-002;-2.702020108699799E-003;-1.187270740047097E-003;
2.402166666666667E+009;1.710100620985031E-001;2.950870431959629E-002;-2.648679772391915E-003;-1.141697866842151E-003;
2.402333333333334E+009;1.709920614957809E-001;2.841539122164249E-002;-3.012479282915592E-003;-1.356082386337221E-003;
2.402500000000000E+009;1.713380068540573E-001;2.761727198958397E-002;-3.067923942580819E-003;-9.613919537514448E-004;
2.402666666666667E+009;1.712829768657684E-001;2.664788067340851E-002;-3.119511529803276E-003;-9.127198718488216E-004;
2.402833333333334E+009;1.710732430219650E-001;2.566420845687389E-002;-3.368978621438146E-003;-7.988521829247475E-004;
2.403000000000000E+009;1.710352450609207E-001;2.452713437378407E-002;-3.314243163913488E-003;-4.925419343635440E-004;
2.403166666666667E+009;1.709982901811600E-001;2.346826344728470E-002;-3.507427871227264E-003;-5.569714703597128E-004;
2.403333333333334E+009;1.710852682590485E-001;2.235718257725239E-002;-3.580661257728934E-003;-3.694204497151077E-004;
2.403500000000000E+009;1.708775311708450E-001;2.127138711512089E-002;-3.508207621052861E-003;-1.326037017861381E-004;
2.403666666666667E+009;1.707806736230850E-001;1.978038996458054E-002;-3.765861038118601E-003;2.493633473932277E-006;
2.403833333333334E+009;1.708501875400543E-001;1.874333061277866E-002;-3.600252792239189E-003;3.226352419005707E-005;
2.404000000000000E+009;1.706129312515259E-001;1.728661917150021E-002;-3.667507320642471E-003;1.965403207577765E-004;
2.404166666666667E+009;1.706392616033554E-001;1.615925319492817E-002;-3.773801028728485E-003;2.730341802816838E-004;
2.404333333333334E+009;1.705731898546219E-001;1.481361780315638E-002;-3.823682432994247E-003;4.232840728946030E-004;
2.404500000000000E+009;1.704030036926270E-001;1.331836823374033E-002;-3.902956843376160E-003;6.803323049098253E-004;
2.404666666666667E+009;1.704707145690918E-001;1.196260191500187E-002;-3.933051135390997E-003;6.977457669563592E-004;
2.404833333333334E+009;1.703673601150513E-001;1.052298676222563E-002;-3.930622711777687E-003;1.072170329280198E-003;
2.405000000000000E+009;1.703893095254898E-001;9.096219204366207E-003;-4.027715884149075E-003;1.101897447369993E-003;
2.405166666666667E+009;1.703489720821381E-001;7.634501904249191E-003;-4.113979171961546E-003;1.436400576494634E-003;
2.405333333333334E+009;1.704292446374893E-001;6.047884002327919E-003;-4.091454669833183E-003;1.557598356157541E-003;
2.405500000000000E+009;1.702624857425690E-001;4.531452897936106E-003;-4.130207933485508E-003;1.752301235683262E-003;
2.405666666666667E+009;1.702777892351151E-001;3.047265810891986E-003;-4.058960825204849E-003;1.955865416675806E-003;
2.405833333333334E+009;1.700757294893265E-001;1.364252995699644E-003;-4.168990533798933E-003;2.250394783914089E-003;
2.406000000000000E+009;1.702839583158493E-001;-2.679730241652578E-004;-3.992619458585978E-003;2.414111047983170E-003;
2.406166666666667E+009;1.700031459331513E-001;-1.765460823662579E-003;-3.881324548274279E-003;2.905139466747642E-003;
2.406333333333334E+009;1.701219826936722E-001;-3.376092063263059E-003;-3.816823009401560E-003;3.038416616618633E-003;
2.406500000000000E+009;1.698132902383804E-001;-4.927294328808785E-003;-3.627592232078314E-003;3.304656129330397E-003;
2.406666666666667E+009;1.696313768625259E-001;-6.351913791149855E-003;-3.380596172064543E-003;3.468710463494062E-003;
2.406833333333334E+009;1.695560365915299E-001;-8.037347346544266E-003;-3.098840592429042E-003;3.650686237961054E-003;
2.407000000000000E+009;1.693869084119797E-001;-9.477902203798294E-003;-3.019265132024884E-003;3.597342642024159E-003;
2.407166666666667E+009;1.693352907896042E-001;-1.075185555964708E-002;-2.760541625320911E-003;4.013196565210819E-003;
2.407333333333334E+009;1.690121293067932E-001;-1.227719523012638E-002;-2.404496772214770E-003;4.148504696786404E-003;
2.407500000000000E+009;1.688591390848160E-001;-1.346391066908836E-002;-2.330676186829805E-003;4.296231549233198E-003;
2.407666666666667E+009;1.686716079711914E-001;-1.452969387173653E-002;-2.054401906207204E-003;4.287424962967634E-003;
2.407833333333334E+009;1.684995442628861E-001;-1.574915274977684E-002;-1.757525024004281E-003;4.284585360437632E-003;
2.408000000000000E+009;1.683109402656555E-001;-1.682605780661106E-002;-1.428303192369640E-003;4.517179448157549E-003;
2.408166666666667E+009;1.681739240884781E-001;-1.769305206835270E-002;-1.195449964143336E-003;4.349059425294399E-003;
2.408333333333334E+009;1.682317256927490E-001;-1.882741600275040E-002;-9.947522776201367E-004;4.402974154800177E-003;
2.408500000000000E+009;1.681715846061707E-001;-1.970490254461765E-002;-7.798692677170038E-004;4.346649162471294E-003;
2.408666666666667E+009;1.682626754045487E-001;-2.059751749038696E-002;-4.226233286317438E-004;4.359053447842598E-003;
2.408833333333334E+009;1.682269424200058E-001;-2.148988842964172E-002;-1.736411213641986E-004;4.225159995257855E-003;
2.409000000000000E+009;1.682243943214417E-001;-2.239439450204372E-002;4.478135815588757E-005;4.255417734384537E-003;
2.409166666666667E+009;1.684826463460922E-001;-2.302497439086437E-002;2.493744832463563E-004;4.114464391022921E-003;
2.409333333333334E+009;1.687123775482178E-001;-2.400243282318115E-002;5.312369321472943E-004;3.898015012964606E-003;
2.409500000000000E+009;1.687774658203125E-001;-2.501661516726017E-002;6.737752701155841E-004;3.885234473273158E-003;
2.409666666666667E+009;1.687429845333099E-001;-2.575699798762798E-002;7.701704744249582E-004;3.620770759880543E-003;
2.409833333333334E+009;1.690071225166321E-001;-2.665233612060547E-002;8.141971775330603E-004;3.476178040727973E-003;
2.410000000000000E+009;1.689660996198654E-001;-2.747503854334354E-002;1.010888721793890E-003;3.298384835943580E-003;
2.410166666666667E+009;1.689990013837814E-001;-2.851477451622486E-002;9.955668356269598E-004;3.262898651883006E-003;
2.410333333333334E+009;1.691401749849320E-001;-2.926982566714287E-002;1.047388883307576E-003;3.042807569727302E-003;
2.410500000000000E+009;1.691892594099045E-001;-3.015556186437607E-002;1.134833320975304E-003;2.902433974668384E-003;
2.410666666666667E+009;1.689501404762268E-001;-3.126998245716095E-002;1.185187255032361E-003;2.721939468756318E-003;
2.410833333333334E+009;1.689983010292053E-001;-3.209351003170013E-002;1.278787851333618E-003;2.831392455846071E-003;
2.411000000000000E+009;1.687391400337219E-001;-3.293252363801003E-002;1.293800654821098E-003;2.654373412951827E-003;
2.411166666666667E+009;1.687099039554596E-001;-3.393302485346794E-002;1.157101476565003E-003;2.453646855428815E-003;
2.411333333333334E+009;1.684888899326325E-001;-3.497396036982536E-002;1.306767109781504E-003;2.498274436220527E-003;
2.411500000000000E+009;1.681973487138748E-001;-3.591355681419373E-002;1.289932057261467E-003;2.165256068110466E-003;
2.411666666666667E+009;1.682470887899399E-001;-3.673589974641800E-002;1.289575127884746E-003;2.225155476480722E-003;
2.411833333333334E+009;1.678423583507538E-001;-3.757827356457710E-002;1.295980531722307E-003;2.215781016275287E-003;
2.412000000000000E+009;1.675450354814529E-001;-3.867932036519051E-002;1.376820961013436E-003;2.221603877842426E-003;
2.412166666666667E+009;1.672005057334900E-001;-3.959426283836365E-002;1.419566222466528E-003;2.195666776970029E-003;
2.412333333333334E+009;1.670324206352234E-001;-4.041008651256561E-002;1.375932828523219E-003;2.116164192557335E-003;
2.412500000000000E+009;1.666199713945389E-001;-4.137788712978363E-002;1.266094157472253E-003;1.873861881904304E-003;
2.412666666666667E+009;1.664633005857468E-001;-4.254878312349320E-002;1.328038517385721E-003;1.989035867154598E-003;
2.412833333333334E+009;1.660405546426773E-001;-4.366195574402809E-002;1.230350695550442E-003;2.029644092544913E-003;
2.413000000000000E+009;1.655824929475784E-001;-4.456733912229538E-002;1.362773706205189E-003;1.895853434689343E-003;
2.413166666666667E+009;1.651321351528168E-001;-4.552151262760162E-002;1.476742094382644E-003;1.908724661916494E-003;
2.413333333333334E+009;1.646498292684555E-001;-4.655776545405388E-002;1.420596498064697E-003;1.898567774333060E-003;
2.413500000000000E+009;1.642521172761917E-001;-4.768569022417069E-002;1.604936667717993E-003;1.730993739329279E-003;
