# Version 1.00
#
freq[Hz];re:Trc1_S11;im:Trc1_S11;re:Trc2_S21;im:Trc2_S21;
2.400000000000000E+009;1.688367724418640E-001;3.969024494290352E-002;1.328479731455445E-003;2.166587626561523E-003;
2.400166666666667E+009;1.697937399148941E-001;3.911654278635979E-002;1.421974971890450E-003;2.301642438396812E-003;
2.400333333333334E+009;1.703093647956848E-001;3.821431100368500E-002;1.540333032608032E-003;2.211912069469690E-003;
2.400500000000000E+009;1.711470186710358E-001;3.712717071175575E-002;1.577130751684308E-003;2.125624334439635E-003;
2.400666666666667E+009;1.715367883443832E-001;3.663029521703720E-002;1.766745350323618E-003;2.095375908538699E-003;
2.400833333333334E+009;1.720120012760162E-001;3.592449426651001E-002;1.671678503043950E-003;2.049224451184273E-003;
2.401000000000000E+009;1.724841892719269E-001;3.531171754002571E-002;1.916110166348517E-003;1.868973136879504E-003;
2.401166666666667E+009;1.728415787220001E-001;3.438087925314903E-002;1.863118959590793E-003;1.640141126699746E-003;
2.401333333333334E+009;1.729365885257721E-001;3.364421427249908E-002;1.954134786501527E-003;1.684612478129566E-003;
2.401500000000000E+009;1.734559088945389E-001;3.292362391948700E-002;2.054465701803565E-003;1.470330753363669E-003;
2.401666666666667E+009;1.737783700227737E-001;3.251179307699204E-002;2.185850404202938E-003;1.450308132916689E-003;
2.401833333333334E+009;1.738873124122620E-001;3.156108036637306E-002;2.119927667081356E-003;1.357380882836878E-003;
2.402000000000000E+009;1.737643778324127E-001;3.082442097365856E-002;2.148611005395651E-003;1.106040086597204E-003;
2.402166666666667E+009;1.737256199121475E-001;3.001507185399532E-002;2.143248915672302E-003;1.186154084280133E-003;
2.402333333333334E+009;1.736495345830917E-001;2.933735586702824E-002;2.240072237327695E-003;1.135580474510789E-003;
2.402500000000000E+009;1.739466488361359E-001;2.856715768575668E-002;2.037301892414689E-003;7.915900787338615E-004;
2.402666666666667E+009;1.739722490310669E-001;2.768780104815960E-002;2.041462343186140E-003;7.531943847425282E-004;
2.402833333333334E+009;1.737746745347977E-001;2.675242722034454E-002;2.273403340950608E-003;5.821996019221842E-004;
2.403000000000000E+009;1.735440194606781E-001;2.598183043301106E-002;2.042261883616447E-003;4.014682199340314E-004;
2.403166666666667E+009;1.734635829925537E-001;2.489618584513664E-002;2.072911709547043E-003;4.049865819979459E-004;
2.403333333333334E+009;1.731597632169724E-001;2.389323152601719E-002;1.840251963585615E-003;2.840157831087709E-004;
2.403500000000000E+009;1.728737503290176E-001;2.282573282718658E-002;1.932881306856871E-003;2.276991290273145E-004;
2.403666666666667E+009;1.726623177528381E-001;2.170917391777039E-002;1.776255434378982E-003;2.475323854014278E-004;
2.403833333333334E+009;1.724910438060761E-001;2.053126506507397E-002;1.616250723600388E-003;5.224232882028446E-005;
2.404000000000000E+009;1.719539314508438E-001;1.931420527398586E-002;1.513618510216475E-003;2.190399682149291E-004;
2.404166666666667E+009;1.718894988298416E-001;1.798140630126000E-002;1.435950049199164E-003;1.464091037632898E-004;
2.404333333333334E+009;1.714913696050644E-001;1.684864424169064E-002;1.321036485023797E-003;3.477025311440229E-004;
2.404500000000000E+009;1.712007671594620E-001;1.542620174586773E-002;1.122069661505520E-003;3.320505784358829E-004;
2.404666666666667E+009;1.710106879472733E-001;1.413344778120518E-002;1.217738375999034E-003;3.008780477102846E-004;
2.404833333333334E+009;1.706132739782333E-001;1.255307625979185E-002;1.224849140271545E-003;4.294200334697962E-004;
2.405000000000000E+009;1.704275608062744E-001;1.116476394236088E-002;1.256907708011568E-003;6.463385652750731E-004;
2.405166666666667E+009;1.702935248613358E-001;9.410489350557327E-003;1.439139363355935E-003;7.344121113419533E-004;
2.405333333333334E+009;1.700666099786758E-001;7.714645937085152E-003;1.326799625530839E-003;8.985829772427678E-004;
2.405500000000000E+009;1.699508428573608E-001;6.139704957604408E-003;1.359793008305132E-003;1.020075869746506E-003;
2.405666666666667E+009;1.697225868701935E-001;4.496919922530651E-003;1.593665918335319E-003;1.071154139935970E-003;
2.405833333333334E+009;1.694672703742981E-001;2.812545048072934E-003;1.582280383445323E-003;9.841124992817640E-004;
2.406000000000000E+009;1.692257076501846E-001;9.970234241336584E-004;1.900358125567436E-003;1.132420729845762E-003;
2.406166666666667E+009;1.688838452100754E-001;-7.445630035363138E-004;2.127134706825018E-003;1.147127710282803E-003;
2.406333333333334E+009;1.687880158424377E-001;-2.454539760947228E-003;2.361815888434649E-003;9.965857025235891E-004;
2.406500000000000E+009;1.686069369316101E-001;-4.228047095239162E-003;2.393078524619341E-003;7.501321961171925E-004;
2.406666666666667E+009;1.682745963335037E-001;-5.735586863011122E-003;2.504251198843122E-003;7.566199637949467E-004;
2.406833333333334E+009;1.680911183357239E-001;-7.627541664987803E-003;2.559141023084521E-003;4.398052406031638E-004;
2.407000000000000E+009;1.679353863000870E-001;-9.309560991823673E-003;2.746418816968799E-003;4.394283751025796E-004;
2.407166666666667E+009;1.679061204195023E-001;-1.071735378354788E-002;2.717550145462155E-003;1.630585466045886E-004;
2.407333333333334E+009;1.675072610378265E-001;-1.252138614654541E-002;2.692902227863669E-003;1.590579631738365E-004;
2.407500000000000E+009;1.673904359340668E-001;-1.382472366094589E-002;2.782683353871107E-003;1.374095299979672E-004;
2.407666666666667E+009;1.673518270254135E-001;-1.509188301861286E-002;2.726377686485648E-003;-2.148331404896453E-004;
2.407833333333334E+009;1.670566350221634E-001;-1.665379852056503E-002;2.637905534356833E-003;-4.816989530809224E-005;
2.408000000000000E+009;1.671416759490967E-001;-1.780202053487301E-002;2.723614452406764E-003;-1.928644778672606E-004;
2.408166666666667E+009;1.670735478401184E-001;-1.888813078403473E-002;2.668323693796992E-003;-1.086572665371932E-004;
2.408333333333334E+009;1.674081683158875E-001;-1.996778137981892E-002;2.842448884621263E-003;-3.388355544302613E-004;
2.408500000000000E+009;1.674037575721741E-001;-2.114181779325008E-002;2.790920436382294E-003;-4.021319036837667E-004;
2.408666666666667E+009;1.675689220428467E-001;-2.214445546269417E-002;3.033046377822757E-003;-3.476549754850566E-004;
2.408833333333334E+009;1.677934378385544E-001;-2.313487417995930E-002;3.191374009475112E-003;-5.516403471119702E-004;
2.409000000000000E+009;1.680123507976532E-001;-2.401114813983440E-002;3.153033787384629E-003;-6.861434667371213E-004;
2.409166666666667E+009;1.683344095945358E-001;-2.500445023179054E-002;3.359586698934436E-003;-8.469499298371375E-004;
2.409333333333334E+009;1.687907576560974E-001;-2.598994970321655E-002;3.424466587603092E-003;-1.125902403146029E-003;
2.409500000000000E+009;1.690223366022110E-001;-2.700726687908173E-002;3.360624425113201E-003;-1.316398032940924E-003;
2.409666666666667E+009;1.692620068788528E-001;-2.787486836314201E-002;3.479350358247757E-003;-1.622598734684289E-003;
2.409833333333334E+009;1.696754693984985E-001;-2.861223742365837E-002;3.311749547719955E-003;-1.819388940930367E-003;
2.410000000000000E+009;1.699075549840927E-001;-2.949461527168751E-002;3.267209744080901E-003;-2.081082900986075E-003;
2.410166666666667E+009;1.703306436538696E-001;-3.023541346192360E-002;3.245272906497121E-003;-2.281465567648411E-003;
2.410333333333334E+009;1.703914254903793E-001;-3.121598064899445E-002;2.971466397866607E-003;-2.420356729999185E-003;
2.410500000000000E+009;1.708548665046692E-001;-3.221708163619041E-002;2.977451309561729E-003;-2.721439348533750E-003;
2.410666666666667E+009;1.707051843404770E-001;-3.307038918137550E-002;2.587955910712481E-003;-2.923008287325501E-003;
2.410833333333334E+009;1.708682626485825E-001;-3.375522419810295E-002;2.446488244459033E-003;-2.997131319716573E-003;
2.411000000000000E+009;1.707698851823807E-001;-3.449875488877296E-002;2.391552086919546E-003;-3.110662801191211E-003;
2.411166666666667E+009;1.707356721162796E-001;-3.549923747777939E-002;2.055154647678137E-003;-3.112539649009705E-003;
2.411333333333334E+009;1.706523299217224E-001;-3.620835393667221E-002;1.900453353300691E-003;-3.190419171005487E-003;
2.411500000000000E+009;1.704709678888321E-001;-3.702952712774277E-002;1.681538415141404E-003;-3.345078090205789E-003;
2.411666666666667E+009;1.706436425447464E-001;-3.760419785976410E-002;1.392248086631298E-003;-3.298541065305471E-003;
