# Version 1.00
#
freq[Hz];re:Trc1_S11;im:Trc1_S11;re:Trc2_S21;im:Trc2_S21;
2.400000000000000E+009;1.565494239330292E-001;6.051281467080116E-002;-3.253149567171931E-003;5.576451774686575E-003;
2.400166666666667E+009;1.565026491880417E-001;5.853686481714249E-002;-3.188842441886663E-003;5.984472110867500E-003;
2.400333333333334E+009;1.566826999187470E-001;5.637609586119652E-002;-2.990456297993660E-003;5.762342829257250E-003;
2.400500000000000E+009;1.569292694330216E-001;5.432829260826111E-002;-2.914954209700227E-003;5.957605317234993E-003;
2.400666666666667E+009;1.571476012468338E-001;5.220764875411987E-002;-2.763542812317610E-003;6.134083960205317E-003;
2.400833333333334E+009;1.575546562671661E-001;5.037505179643631E-002;-2.428262028843164E-003;6.198149174451828E-003;
2.401000000000000E+009;1.578817218542099E-001;4.815899953246117E-002;-2.389565808698535E-003;6.237289868295193E-003;
2.401166666666667E+009;1.582746505737305E-001;4.587657377123833E-002;-1.961496425792575E-003;6.298142950981855E-003;
2.401333333333334E+009;1.588361114263535E-001;4.379593580961227E-002;-1.741771469824016E-003;6.359019316732884E-003;
2.401500000000000E+009;1.594896465539932E-001;4.174800962209702E-002;-1.661120099015534E-003;6.367669440805912E-003;
2.401666666666667E+009;1.599743366241455E-001;3.982928395271301E-002;-1.458761049434543E-003;6.358940619975328E-003;
2.401833333333334E+009;1.606269478797913E-001;3.782483562827110E-002;-1.314439694397152E-003;6.491551641374826E-003;
2.402000000000000E+009;1.611709892749786E-001;3.579937666654587E-002;-9.770405013114214E-004;6.464418955147266E-003;
2.402166666666667E+009;1.621009111404419E-001;3.396124765276909E-002;-8.346108370460570E-004;6.675380747765303E-003;
2.402333333333334E+009;1.627355664968491E-001;3.210096061229706E-002;-5.506334709934890E-004;6.682504899799824E-003;
2.402500000000000E+009;1.638054549694061E-001;3.062199614942074E-002;-4.861124034505338E-004;6.566226016730070E-003;
2.402666666666667E+009;1.646191477775574E-001;2.916739694774151E-002;-1.174646968138404E-004;6.684680003672838E-003;
2.402833333333334E+009;1.654586791992188E-001;2.745975367724896E-002;1.215757220052183E-004;6.691294722259045E-003;
2.403000000000000E+009;1.664360016584396E-001;2.611246891319752E-002;3.834359813481569E-004;6.849370896816254E-003;
2.403166666666667E+009;1.673813462257385E-001;2.456456050276756E-002;6.514822598546743E-004;6.745618302375078E-003;
2.403333333333334E+009;1.682750135660172E-001;2.356286160647869E-002;9.102149633690715E-004;6.672391667962074E-003;
2.403500000000000E+009;1.691882610321045E-001;2.223605103790760E-002;1.046486431732774E-003;6.587304174900055E-003;
2.403666666666667E+009;1.701604425907135E-001;2.113610692322254E-002;1.433442579582334E-003;6.733551155775785E-003;
2.403833333333334E+009;1.711580902338028E-001;2.000623568892479E-002;1.678943517617881E-003;6.586336996406317E-003;
2.404000000000000E+009;1.720788627862930E-001;1.927961781620979E-002;1.945301773957908E-003;6.362519226968288E-003;
2.404166666666667E+009;1.729873120784760E-001;1.830308884382248E-002;2.269328339025378E-003;6.421277299523354E-003;
2.404333333333334E+009;1.737712621688843E-001;1.768717356026173E-002;2.422033576294780E-003;6.401348859071732E-003;
2.404500000000000E+009;1.744844019412994E-001;1.681553572416306E-002;2.645743079483509E-003;6.209196988493204E-003;
2.404666666666667E+009;1.754903048276901E-001;1.617215014994144E-002;2.901511965319514E-003;5.997434258460999E-003;
2.404833333333334E+009;1.760733723640442E-001;1.569452509284020E-002;3.023324767127633E-003;5.860277451574802E-003;
2.405000000000000E+009;1.767838150262833E-001;1.499746181070805E-002;3.403950948268175E-003;5.770136136561632E-003;
2.405166666666667E+009;1.775361597537994E-001;1.475185342133045E-002;3.690205514431000E-003;5.651582032442093E-003;
2.405333333333334E+009;1.780775338411331E-001;1.422985736280680E-002;3.865431528538466E-003;5.487428978085518E-003;
2.405500000000000E+009;1.784235239028931E-001;1.405263971537352E-002;3.896782174706459E-003;5.266031250357628E-003;
2.405666666666667E+009;1.788949966430664E-001;1.385950949043036E-002;4.249838646501303E-003;5.252479109913111E-003;
2.405833333333334E+009;1.790621727705002E-001;1.355279795825481E-002;4.276952240616083E-003;5.148547235876322E-003;
2.406000000000000E+009;1.795817613601685E-001;1.315589062869549E-002;4.595933482050896E-003;4.899913445115089E-003;
2.406166666666667E+009;1.795037388801575E-001;1.302425935864449E-002;4.936632234603167E-003;4.606884438544512E-003;
2.406333333333334E+009;1.797244697809219E-001;1.265582162886858E-002;4.913749638944864E-003;4.472724627703428E-003;
2.406500000000000E+009;1.797517389059067E-001;1.245927438139916E-002;5.068882368505001E-003;4.174998961389065E-003;
2.406666666666667E+009;1.794761717319489E-001;1.216456573456526E-002;5.213613156229258E-003;4.063918720930815E-003;
2.406833333333334E+009;1.795484423637390E-001;1.184278447180986E-002;5.451775621622801E-003;3.743194043636322E-003;
2.407000000000000E+009;1.792891174554825E-001;1.146609801799059E-002;5.659094545990229E-003;3.487260313704610E-003;
2.407166666666667E+009;1.790917217731476E-001;1.119047123938799E-002;5.643857643008232E-003;3.296925919130445E-003;
2.407333333333334E+009;1.786145269870758E-001;1.055857539176941E-002;5.592308472841978E-003;3.057663328945637E-003;
2.407500000000000E+009;1.782045066356659E-001;1.014604046940804E-002;5.783881526440382E-003;2.859824802726507E-003;
2.407666666666667E+009;1.778949648141861E-001;9.553314186632633E-003;5.902385804802179E-003;2.535286126658320E-003;
2.407833333333334E+009;1.771235615015030E-001;8.790383115410805E-003;5.930451676249504E-003;2.121362136676908E-003;
2.408000000000000E+009;1.766850650310516E-001;7.975402288138866E-003;6.044239271432161E-003;1.959675224497914E-003;
2.408166666666667E+009;1.761477887630463E-001;7.250038441270590E-003;5.949283018708229E-003;1.751941745169461E-003;
2.408333333333334E+009;1.755719035863876E-001;6.389678455889225E-003;6.159153301268816E-003;1.482648425735533E-003;
2.408500000000000E+009;1.747791171073914E-001;5.286477971822023E-003;6.108792964369059E-003;1.330844359472394E-003;
2.408666666666667E+009;1.742890030145645E-001;4.128136206418276E-003;6.033088080585003E-003;8.626541821286082E-004;
2.408833333333334E+009;1.733212918043137E-001;2.884481800720096E-003;6.059880834072828E-003;7.804695051163435E-004;
2.409000000000000E+009;1.725802570581436E-001;1.762291532941163E-003;5.853543058037758E-003;4.898963379673660E-004;
2.409166666666667E+009;1.720777302980423E-001;3.969115787185729E-004;5.891419015824795E-003;2.969511551782489E-004;
2.409333333333334E+009;1.714860796928406E-001;-1.148635521531105E-003;5.924645811319351E-003;1.450705749448389E-004;
2.409500000000000E+009;1.707724928855896E-001;-2.712235553190112E-003;5.641027353703976E-003;-1.897227193694562E-004;
2.409666666666667E+009;1.701242774724960E-001;-4.186645150184631E-003;5.654198583215475E-003;-4.137198557145894E-004;
2.409833333333334E+009;1.694442182779312E-001;-5.905602127313614E-003;5.653762724250555E-003;-4.886873648501933E-004;
2.410000000000000E+009;1.690182983875275E-001;-7.551103830337524E-003;5.429179407656193E-003;-8.733500726521015E-004;
2.410166666666667E+009;1.685794889926910E-001;-9.247099049389362E-003;5.431618541479111E-003;-9.166288655251265E-004;
2.410333333333334E+009;1.682263463735580E-001;-1.116875279694796E-002;5.290340166538954E-003;-1.084807328879833E-003;
2.410500000000000E+009;1.678271889686585E-001;-1.302513945847750E-002;5.205403082072735E-003;-1.324638375081122E-003;
2.410666666666667E+009;1.674713641405106E-001;-1.514673046767712E-002;5.092305596917868E-003;-1.552698551677167E-003;
2.410833333333334E+009;1.673600971698761E-001;-1.694813929498196E-002;4.835852887481451E-003;-1.575679751113057E-003;
2.411000000000000E+009;1.671751588582993E-001;-1.885194331407547E-002;4.760173149406910E-003;-1.804775441996753E-003;
2.411166666666667E+009;1.671809256076813E-001;-2.085437998175621E-002;4.648088943213224E-003;-1.958522479981184E-003;
2.411333333333334E+009;1.670646518468857E-001;-2.266313508152962E-002;4.683306906372309E-003;-2.097992924973369E-003;
2.411500000000000E+009;1.670373529195786E-001;-2.491724677383900E-002;4.495918285101652E-003;-2.309052506461740E-003;
2.411666666666667E+009;1.672922372817993E-001;-2.685385197401047E-002;4.250628873705864E-003;-2.227581106126308E-003;
2.411833333333334E+009;1.676943004131317E-001;-2.866187319159508E-002;4.193856380879879E-003;-2.526410389691591E-003;
2.412000000000000E+009;1.680417954921722E-001;-3.070598468184471E-002;4.056553356349468E-003;-2.579074120149016E-003;
2.412166666666667E+009;1.681761890649796E-001;-3.259705379605293E-002;3.949034493416548E-003;-2.667487366124988E-003;
2.412333333333334E+009;1.687826812267304E-001;-3.431318700313568E-002;3.578345989808440E-003;-2.796688582748175E-003;
2.412500000000000E+009;1.692284494638443E-001;-3.608651831746101E-002;3.590985666960478E-003;-2.985638100653887E-003;
2.412666666666667E+009;1.698813289403915E-001;-3.800394386053085E-002;3.405641065910459E-003;-2.869744319468737E-003;
2.412833333333334E+009;1.703539937734604E-001;-3.964709490537643E-002;3.383388742804527E-003;-2.958444412797689E-003;
2.413000000000000E+009;1.708884090185165E-001;-4.128171503543854E-002;3.204238135367632E-003;-3.151643788442016E-003;
2.413166666666667E+009;1.715289205312729E-001;-4.293267428874970E-002;2.891212236136198E-003;-3.283117199316621E-003;
2.413333333333334E+009;1.722446233034134E-001;-4.432668164372444E-002;2.858737949281931E-003;-3.285894868895412E-003;
2.413500000000000E+009;1.729446053504944E-001;-4.575102403759956E-002;2.695266390219331E-003;-3.314976114779711E-003;
2.413666666666667E+009;1.734950095415115E-001;-4.723542183637619E-002;2.535467967391014E-003;-3.281863173469901E-003;
2.413833333333334E+009;1.742556989192963E-001;-4.846838489174843E-002;2.415649127215147E-003;-3.312408225610852E-003;
2.414000000000000E+009;1.746357828378677E-001;-4.942618310451508E-002;2.262740163132548E-003;-3.378579393029213E-003;
2.414166666666667E+009;1.754400730133057E-001;-5.062392726540566E-002;2.146823331713677E-003;-3.459315514191985E-003;
2.414333333333334E+009;1.759712696075440E-001;-5.169632285833359E-002;1.974037615582347E-003;-3.477462567389011E-003;
2.414500000000000E+009;1.768003702163696E-001;-5.247172340750694E-002;1.831614063121378E-003;-3.366026328876615E-003;
2.414666666666667E+009;1.772394180297852E-001;-5.334129557013512E-002;1.691401703283191E-003;-3.434500191360712E-003;
2.414833333333334E+009;1.775208562612534E-001;-5.398234352469444E-002;1.636230736039579E-003;-3.509083064273000E-003;
2.415000000000000E+009;1.780164539813995E-001;-5.475119501352310E-002;1.396417035721242E-003;-3.437228035181761E-003;
2.415166666666667E+009;1.783385127782822E-001;-5.533923581242561E-002;1.115495921112597E-003;-3.416742663830519E-003;
2.415333333333334E+009;1.787247657775879E-001;-5.598375201225281E-002;1.246094005182385E-003;-3.354245098307729E-003;
2.415500000000000E+009;1.788145154714584E-001;-5.635171383619309E-002;1.047685276716948E-003;-3.243068000301719E-003;
2.415666666666667E+009;1.789369881153107E-001;-5.672715231776238E-002;8.464881102554500E-004;-3.505115630105138E-003;
2.415833333333334E+009;1.790229380130768E-001;-5.704488605260849E-002;7.867406238801777E-004;-3.264430211856961E-003;
2.416000000000000E+009;1.790270954370499E-001;-5.720442533493042E-002;7.723050657659769E-004;-3.240058198571205E-003;
2.416166666666667E+009;1.790127903223038E-001;-5.751669406890869E-002;5.244667408987880E-004;-3.238000441342592E-003;
2.416333333333334E+009;1.786589771509171E-001;-5.778383836150169E-002;2.574482641648501E-004;-3.202783176675439E-003;
2.416500000000000E+009;1.784405708312988E-001;-5.809628963470459E-002;3.339370596222580E-004;-3.075298853218556E-003;
2.416666666666667E+009;1.779058575630188E-001;-5.819610506296158E-002;2.828394935932010E-004;-3.020762698724866E-003;
2.416833333333334E+009;1.775272488594055E-001;-5.849902704358101E-002;5.150927972863428E-005;-3.098336979746819E-003;
2.417000000000000E+009;1.766223609447479E-001;-5.878956243395805E-002;-5.017072908231057E-006;-3.034173510968685E-003;
2.417166666666667E+009;1.760048568248749E-001;-5.887105688452721E-002;-1.014134832075797E-004;-3.075352404266596E-003;
2.417333333333334E+009;1.753114461898804E-001;-5.904875695705414E-002;-2.218694862676784E-004;-2.975548384711146E-003;
2.417500000000000E+009;1.743459999561310E-001;-5.955815315246582E-002;-2.488339669071138E-004;-2.886936068534851E-003;
2.417666666666667E+009;1.733900606632233E-001;-5.974455550312996E-002;-4.301632870920003E-004;-2.788722515106201E-003;
2.417833333333334E+009;1.724232733249664E-001;-6.008867919445038E-002;-3.650992584880441E-004;-2.764119766652584E-003;
2.418000000000000E+009;1.712810397148132E-001;-6.069737672805786E-002;-4.439470649231225E-004;-2.680585253983736E-003;
2.418166666666667E+009;1.700995862483978E-001;-6.091535463929176E-002;-4.551073361653835E-004;-2.809874014928937E-003;
2.418333333333334E+009;1.692037731409073E-001;-6.154351308941841E-002;-6.597344763576984E-004;-2.694341354072094E-003;
2.418500000000000E+009;1.679049730300903E-001;-6.220845878124237E-002;-6.942151812836528E-004;-2.580288099125028E-003;
2.418666666666667E+009;1.667299419641495E-001;-6.292931735515595E-002;-8.015373023226857E-004;-2.404283732175827E-003;
2.418833333333334E+009;1.653124988079071E-001;-6.358253210783005E-002;-8.609676733613014E-004;-2.531518228352070E-003;
2.419000000000000E+009;1.639955639839172E-001;-6.455168128013611E-002;-9.010924259200692E-004;-2.407628810033202E-003;
2.419166666666667E+009;1.627549827098846E-001;-6.518633663654327E-002;-9.596839663572609E-004;-2.318839076906443E-003;
2.419333333333334E+009;1.613939106464386E-001;-6.601611524820328E-002;-9.744190028868616E-004;-2.288180170580745E-003;
2.419500000000000E+009;1.602217704057694E-001;-6.734616309404373E-002;-1.098445383831859E-003;-2.272397279739380E-003;
2.419666666666667E+009;1.590520441532135E-001;-6.854239851236343E-002;-1.061460236087441E-003;-2.127005485817790E-003;
2.419833333333334E+009;1.579172015190125E-001;-6.948290765285492E-002;-1.100187306292355E-003;-1.945751952007413E-003;
2.420000000000000E+009;1.568233370780945E-001;-7.088143378496170E-002;-1.249382155947387E-003;-1.930770114995539E-003;
2.420166666666667E+009;1.556476056575775E-001;-7.221876829862595E-002;-1.288132509216666E-003;-1.845140359364450E-003;
2.420333333333334E+009;1.546596139669418E-001;-7.355304062366486E-002;-1.252470538020134E-003;-1.705661881715059E-003;
2.420500000000000E+009;1.538983881473541E-001;-7.482868432998657E-002;-1.403038157150149E-003;-1.742301625199616E-003;
2.420666666666667E+009;1.527962386608124E-001;-7.636177539825440E-002;-1.178220729343593E-003;-1.608722144737840E-003;
2.420833333333334E+009;1.520911604166031E-001;-7.781711220741272E-002;-1.433657598681748E-003;-1.455804449506104E-003;
2.421000000000000E+009;1.514082401990891E-001;-7.942423224449158E-002;-1.236280426383019E-003;-1.389608252793551E-003;
2.421166666666667E+009;1.508105248212814E-001;-8.113330602645874E-002;-1.186119159683585E-003;-1.366428332403302E-003;
2.421333333333334E+009;1.503693610429764E-001;-8.277510851621628E-002;-1.288133440539241E-003;-1.295201480388641E-003;
2.421500000000000E+009;1.498435437679291E-001;-8.453517407178879E-002;-1.347260549664497E-003;-1.226523891091347E-003;
2.421666666666667E+009;1.495737135410309E-001;-8.622372895479202E-002;-1.338751404546201E-003;-1.036261441186070E-003;
2.421833333333334E+009;1.494000703096390E-001;-8.791837096214294E-002;-1.242518075741828E-003;-1.087885932065547E-003;
2.422000000000000E+009;1.491098403930664E-001;-8.953584730625153E-002;-1.378471613861620E-003;-9.279507212340832E-004;
2.422166666666667E+009;1.489863842725754E-001;-9.129798412322998E-002;-1.260642660781741E-003;-9.085285710170865E-004;
2.422333333333334E+009;1.490247696638107E-001;-9.287190437316895E-002;-1.081274822354317E-003;-8.968675974756479E-004;
2.422500000000000E+009;1.491895765066147E-001;-9.438605606555939E-002;-1.152928685769439E-003;-7.554556941613555E-004;
2.422666666666667E+009;1.491858661174774E-001;-9.608650952577591E-002;-9.222767548635602E-004;-7.530323928222060E-004;
2.422833333333334E+009;1.495935320854187E-001;-9.785554558038712E-002;-1.143613713793457E-003;-7.210710318759084E-004;
2.423000000000000E+009;1.498213708400726E-001;-9.945171326398850E-002;-1.089191995561123E-003;-6.835257518105209E-004;
2.423166666666667E+009;1.503634005784988E-001;-1.008155569434166E-001;-1.061921939253807E-003;-6.916326819919050E-004;
2.423333333333334E+009;1.508644819259644E-001;-1.020721271634102E-001;-9.642611839808524E-004;-5.915966467000544E-004;
2.423500000000000E+009;1.512651443481445E-001;-1.036973074078560E-001;-9.242687956430018E-004;-7.352521060965955E-004;
2.423666666666667E+009;1.514431834220886E-001;-1.052670180797577E-001;-9.129197569563985E-004;-6.226690020412207E-004;
2.423833333333334E+009;1.521240472793579E-001;-1.063861325383186E-001;-8.144574239850044E-004;-5.577201955020428E-004;
2.424000000000000E+009;1.527120620012283E-001;-1.072500422596932E-001;-7.974403561092913E-004;-5.633578984998167E-004;
2.424166666666667E+009;1.531129330396652E-001;-1.085589453577995E-001;-8.500803960487247E-004;-4.526742850430310E-004;
2.424333333333334E+009;1.537937968969345E-001;-1.094689667224884E-001;-8.469655294902623E-004;-3.886345366481692E-004;
