# Version 1.00
#
freq[Hz];re:Trc1_S11;im:Trc1_S11;re:Trc2_S21;im:Trc2_S21;
2.400000000000000E+009;1.690227389335632E-001;4.583141207695007E-002;-4.528172779828310E-003;-1.769439550116658E-003;
2.400166666666667E+009;1.700438112020493E-001;4.484417662024498E-002;-4.667134489864111E-003;-1.749456860125065E-003;
2.400333333333334E+009;1.708282381296158E-001;4.351756721735001E-002;-4.996331874281168E-003;-1.453182660043240E-003;
2.400500000000000E+009;1.718238741159439E-001;4.278824105858803E-002;-4.996723495423794E-003;-1.422226894646883E-003;
2.400666666666667E+009;1.726596206426621E-001;4.160271957516670E-002;-5.254486110061407E-003;-1.110671903006733E-003;
2.400833333333334E+009;1.736585497856140E-001;4.103982448577881E-002;-5.262973718345165E-003;-9.377690730616450E-004;
2.401000000000000E+009;1.743752211332321E-001;4.012106359004974E-002;-5.457615479826927E-003;-7.480800268240273E-004;
2.401166666666667E+009;1.751225888729096E-001;3.953599557280541E-002;-5.678103771060705E-003;-5.253760027699173E-004;
2.401333333333334E+009;1.758044809103012E-001;3.858830779790878E-002;-5.993420258164406E-003;-5.350069841369987E-005;
2.401500000000000E+009;1.766002029180527E-001;3.815218433737755E-002;-5.792177747935057E-003;1.200540064019151E-004;
2.401666666666667E+009;1.771226823329926E-001;3.762280941009522E-002;-6.004623603075743E-003;4.640097031369805E-004;
2.401833333333334E+009;1.778070479631424E-001;3.695302084088326E-002;-6.018773186951876E-003;7.987020071595907E-004;
2.402000000000000E+009;1.781253367662430E-001;3.662761673331261E-002;-6.118740886449814E-003;1.101768226362765E-003;
2.402166666666667E+009;1.785880625247955E-001;3.582558408379555E-002;-6.245328113436699E-003;1.255543553270400E-003;
2.402333333333334E+009;1.788757592439652E-001;3.523325547575951E-002;-6.049967836588621E-003;1.734045566990972E-003;
2.402500000000000E+009;1.794713586568832E-001;3.464116528630257E-002;-5.930739454925060E-003;1.999426865950227E-003;
2.402666666666667E+009;1.795838326215744E-001;3.417153656482697E-002;-5.980507470667362E-003;2.437517745420337E-003;
2.402833333333334E+009;1.797394156455994E-001;3.354413807392120E-002;-5.827707704156637E-003;2.703807782381773E-003;
2.403000000000000E+009;1.798681914806366E-001;3.279745578765869E-002;-5.656115245074034E-003;3.012982662767172E-003;
2.403166666666667E+009;1.798092871904373E-001;3.189307451248169E-002;-5.628304556012154E-003;3.337374888360500E-003;
2.403333333333334E+009;1.799534708261490E-001;3.108867257833481E-002;-5.384214222431183E-003;3.464746521785855E-003;
2.403500000000000E+009;1.796116083860397E-001;3.035124577581883E-002;-5.204143468290567E-003;3.893311135470867E-003;
2.403666666666667E+009;1.796509474515915E-001;2.926346845924854E-002;-4.775580950081348E-003;4.081735387444496E-003;
2.403833333333334E+009;1.791245490312576E-001;2.806379273533821E-002;-4.737778566777706E-003;4.300305619835854E-003;
2.404000000000000E+009;1.788329929113388E-001;2.710567042231560E-002;-4.457863979041576E-003;4.573007579892874E-003;
2.404166666666667E+009;1.783974319696426E-001;2.587497234344482E-002;-4.316174890846014E-003;4.764410201460123E-003;
2.404333333333334E+009;1.780355870723724E-001;2.473498694598675E-002;-3.999232780188322E-003;4.789219237864018E-003;
2.404500000000000E+009;1.773258596658707E-001;2.326176129281521E-002;-3.740311833098531E-003;5.044120829552412E-003;
