# Version 1.00
#
freq[Hz];re:Trc1_S11;im:Trc1_S11;re:Trc2_S21;im:Trc2_S21;
2.400000000000000E+009;1.733873933553696E-001;4.881310090422630E-002;5.617189686745405E-003;3.076345892623067E-003;
2.400166666666667E+009;1.741693615913391E-001;4.840981587767601E-002;5.673527717590332E-003;2.937417943030596E-003;
2.400333333333334E+009;1.746231466531754E-001;4.748796299099922E-002;5.708784330636263E-003;2.988206921145320E-003;
2.400500000000000E+009;1.753038763999939E-001;4.729491099715233E-002;5.413691047579050E-003;2.895277226343751E-003;
2.400666666666667E+009;1.746610701084137E-001;4.510575532913208E-002;6.416992750018835E-003;2.266402821987867E-003;
2.400833333333334E+009;1.753809154033661E-001;4.553664475679398E-002;5.649451166391373E-003;2.433060202747583E-003;
2.401000000000000E+009;1.753413826227188E-001;4.476153105497360E-002;5.779241677373648E-003;1.994325080886483E-003;
2.401166666666667E+009;1.753280311822891E-001;4.390994086861610E-002;5.895778071135283E-003;1.872830558568239E-003;
2.401333333333334E+009;1.754346191883087E-001;4.339580610394478E-002;6.002498790621758E-003;1.891144784167409E-003;
2.401500000000000E+009;1.758792251348496E-001;4.271149262785912E-002;6.031666416674852E-003;1.797293662093580E-003;
2.401666666666667E+009;1.756743043661118E-001;4.203596711158752E-002;6.075821816921234E-003;1.586475060321391E-003;
2.401833333333334E+009;1.757021546363831E-001;4.112930595874786E-002;6.106202956289053E-003;1.516783260740340E-003;
2.402000000000000E+009;1.754675954580307E-001;4.030361771583557E-002;6.304531358182430E-003;1.334781176410615E-003;
2.402166666666667E+009;1.752568483352661E-001;3.943290933966637E-002;6.561029236763716E-003;1.117958920076489E-003;
2.402333333333334E+009;1.751355379819870E-001;3.864870592951775E-002;6.503258366137743E-003;1.049481565132737E-003;
2.402500000000000E+009;1.752504110336304E-001;3.760185092687607E-002;6.613351404666901E-003;7.882919162511826E-004;
2.402666666666667E+009;1.748404204845429E-001;3.658580407500267E-002;6.722498219460249E-003;5.994021194055677E-004;
2.402833333333334E+009;1.744008511304855E-001;3.533851727843285E-002;6.802720949053764E-003;4.253459628671408E-004;
2.403000000000000E+009;1.743225306272507E-001;3.415195271372795E-002;6.786220241338015E-003;9.893507376546040E-005;
2.403166666666667E+009;1.739138811826706E-001;3.292686119675636E-002;6.972887553274632E-003;1.800219615688548E-005;
2.403333333333334E+009;1.735514104366303E-001;3.167972341179848E-002;6.993230432271957E-003;-2.831780875567347E-004;
2.403500000000000E+009;1.729984134435654E-001;3.012950159609318E-002;7.167236413806677E-003;-5.897567025385797E-004;
2.403666666666667E+009;1.727619618177414E-001;2.822509594261646E-002;7.140786852687597E-003;-9.388775215484202E-004;
2.403833333333334E+009;1.727496087551117E-001;2.695146389305592E-002;7.023071870207787E-003;-1.226039486937225E-003;
2.404000000000000E+009;1.719889789819717E-001;2.528676949441433E-002;7.062048185616732E-003;-1.552080851979554E-003;
2.404166666666667E+009;1.717996448278427E-001;2.333406358957291E-002;7.019412703812122E-003;-1.797463279217482E-003;
2.404333333333334E+009;1.713384538888931E-001;2.161378972232342E-002;6.830819416791201E-003;-2.047598594799638E-003;
2.404500000000000E+009;1.709618568420410E-001;1.968474686145783E-002;6.741635967046022E-003;-2.252914709970355E-003;
2.404666666666667E+009;1.707235276699066E-001;1.791909150779247E-002;6.628554314374924E-003;-2.638521371409297E-003;
2.404833333333334E+009;1.705146282911301E-001;1.591430790722370E-002;6.629107519984245E-003;-2.945954911410809E-003;
2.405000000000000E+009;1.703479886054993E-001;1.406969502568245E-002;6.387028377503157E-003;-3.156498307362199E-003;
2.405166666666667E+009;1.701844483613968E-001;1.211690995842218E-002;6.175587419420481E-003;-3.569029737263918E-003;
2.405333333333334E+009;1.701544225215912E-001;9.883951395750046E-003;5.997795145958662E-003;-3.744232002645731E-003;
2.405500000000000E+009;1.701997667551041E-001;8.030077442526817E-003;5.847303196787834E-003;-3.922150470316410E-003;
2.405666666666667E+009;1.701797693967819E-001;6.001070141792297E-003;5.543394014239311E-003;-3.904012031853199E-003;
