# Version 1.00
#
freq[Hz];re:Trc1_S11;im:Trc1_S11;re:Trc2_S21;im:Trc2_S21;
2.400000000000000E+009;1.544664353132248E-001;6.131850183010101E-002;3.866398474201560E-003;2.280275570228696E-003;
2.400166666666667E+009;1.545062214136124E-001;5.942570045590401E-002;3.915654029697180E-003;2.304825233295560E-003;
2.400333333333334E+009;1.543733030557632E-001;5.728035420179367E-002;3.877461887896061E-003;2.199422568082809E-003;
2.400500000000000E+009;1.546725928783417E-001;5.505910515785217E-002;3.885299665853381E-003;1.914720167405903E-003;
2.400666666666667E+009;1.547999382019043E-001;5.279543995857239E-002;3.963229246437550E-003;1.928769052028656E-003;
2.400833333333334E+009;1.551919281482697E-001;5.058281496167183E-002;3.983970265835524E-003;1.723070978187025E-003;
2.401000000000000E+009;1.553061157464981E-001;4.837087169289589E-002;4.024404566735029E-003;1.501509686931968E-003;
2.401166666666667E+009;1.558992415666580E-001;4.613494127988815E-002;4.130409099161625E-003;1.424316200427711E-003;
2.401333333333334E+009;1.563087105751038E-001;4.385623708367348E-002;4.040338099002838E-003;1.260819029994309E-003;
2.401500000000000E+009;1.568329632282257E-001;4.166042059659958E-002;3.931705374270678E-003;1.298816641792655E-003;
2.401666666666667E+009;1.574501395225525E-001;3.967259079217911E-002;4.051017574965954E-003;1.168118556961417E-003;
2.401833333333334E+009;1.581884771585465E-001;3.757945448160172E-002;3.965836483985186E-003;1.046778983436525E-003;
2.402000000000000E+009;1.588531434535980E-001;3.549617901444435E-002;3.921778406947851E-003;7.539470097981393E-004;
2.402166666666667E+009;1.595941185951233E-001;3.336460888385773E-002;4.175095818936825E-003;7.244790322147310E-004;
2.402333333333334E+009;1.604899168014526E-001;3.162512928247452E-002;3.873736597597599E-003;5.917300586588681E-004;
2.402500000000000E+009;1.617651134729385E-001;2.979979291558266E-002;4.038423765450716E-003;5.745985545217991E-004;
2.402666666666667E+009;1.625978797674179E-001;2.813526988029480E-002;3.943282645195723E-003;4.281081492081285E-004;
2.402833333333334E+009;1.636929512023926E-001;2.642531134188175E-002;4.029127769172192E-003;4.680709389504045E-004;
2.403000000000000E+009;1.648124456405640E-001;2.489872649312019E-002;4.078974481672049E-003;2.970007481053472E-004;
2.403166666666667E+009;1.659600287675858E-001;2.340015769004822E-002;3.972214646637440E-003;2.722523349802941E-004;
2.403333333333334E+009;1.671434640884399E-001;2.225195243954659E-002;3.973829559981823E-003;2.284225774928927E-004;
2.403500000000000E+009;1.681188344955444E-001;2.116755396127701E-002;4.038720391690731E-003;1.795555726857856E-004;
2.403666666666667E+009;1.692934334278107E-001;1.976888813078404E-002;3.907605540007353E-003;-3.983222995884717E-005;
2.403833333333334E+009;1.704951673746109E-001;1.885195448994637E-002;3.905730554834008E-003;7.755788828944787E-005;
2.404000000000000E+009;1.716344803571701E-001;1.783581078052521E-002;3.890264080837369E-003;-4.215865556034260E-005;
2.404166666666667E+009;1.726506203413010E-001;1.702069304883480E-002;3.985998220741749E-003;-2.527949982322753E-004;
2.404333333333334E+009;1.737269908189774E-001;1.645351760089397E-002;4.222903866320849E-003;-3.023875178769231E-004;
2.404500000000000E+009;1.747524291276932E-001;1.570090465247631E-002;4.047031980007887E-003;-4.389611713122577E-004;
2.404666666666667E+009;1.757562607526779E-001;1.516416855156422E-002;4.111682530492544E-003;-4.862331843469292E-004;
2.404833333333334E+009;1.767236143350601E-001;1.465293299406767E-002;4.156002309173346E-003;-4.953155876137316E-004;
2.405000000000000E+009;1.774821430444717E-001;1.425657514482737E-002;4.009000491350889E-003;-8.388182613998652E-004;
2.405166666666667E+009;1.781650036573410E-001;1.380302943289280E-002;4.152435343712568E-003;-9.279665537178516E-004;
2.405333333333334E+009;1.791488677263260E-001;1.351966615766287E-002;4.116271622478962E-003;-1.009834813885391E-003;
2.405500000000000E+009;1.797709614038467E-001;1.329404860734940E-002;4.076230805367231E-003;-1.271052402444184E-003;
2.405666666666667E+009;1.802416145801544E-001;1.323744095861912E-002;4.071697592735291E-003;-1.286161015741527E-003;
2.405833333333334E+009;1.805258542299271E-001;1.320296153426170E-002;4.126283805817366E-003;-1.389435958117247E-003;
2.406000000000000E+009;1.810449063777924E-001;1.286335755139589E-002;3.864230820909143E-003;-1.402330584824085E-003;
2.406166666666667E+009;1.810861676931381E-001;1.293877698481083E-002;3.968263510614634E-003;-1.686295960098505E-003;
2.406333333333334E+009;1.815935969352722E-001;1.282767765223980E-002;4.011734388768673E-003;-1.735843135975301E-003;
2.406500000000000E+009;1.814892143011093E-001;1.259338203817606E-002;3.883170429617167E-003;-1.910221413709223E-003;
2.406666666666667E+009;1.812774837017059E-001;1.264127809554339E-002;3.983146976679564E-003;-1.895940396934748E-003;
2.406833333333334E+009;1.813061833381653E-001;1.241646055132151E-002;3.809234360232949E-003;-2.041915431618691E-003;
2.407000000000000E+009;1.810926198959351E-001;1.213302090764046E-002;3.741512540727854E-003;-2.080941107124090E-003;
2.407166666666667E+009;1.809151470661163E-001;1.191474776715040E-002;3.769104136154056E-003;-2.290580188855529E-003;
2.407333333333334E+009;1.804474741220474E-001;1.142345741391182E-002;3.557238029316068E-003;-2.323423977941275E-003;
2.407500000000000E+009;1.799806058406830E-001;1.106996927410364E-002;3.848947584629059E-003;-2.524030394852161E-003;
2.407666666666667E+009;1.793610155582428E-001;1.079944055527449E-002;3.811544505879283E-003;-2.503520343452692E-003;
